Passenger ID,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
12495,Female,Loyal Customer,42,Personal Travel,Eco,1204,2,5,2,3,4,1,5,5,5,2,5,4,5,5,9,0,neutral or dissatisfied
12496,Male,disloyal Customer,38,Business travel,Business,214,3,3,3,1,5,3,4,5,4,2,5,5,5,5,6,4,neutral or dissatisfied
12497,Male,Loyal Customer,18,Personal Travel,Eco,641,3,5,3,2,4,3,4,4,4,2,5,5,4,4,0,0,neutral or dissatisfied
12498,Male,disloyal Customer,22,Business travel,Eco,964,3,3,3,5,3,3,3,3,1,5,3,3,2,3,0,5,neutral or dissatisfied
12499,Female,Loyal Customer,48,Personal Travel,Eco,84,2,2,2,3,3,3,3,3,3,2,2,4,3,1,0,3,neutral or dissatisfied
12500,Male,Loyal Customer,19,Personal Travel,Eco,1771,3,4,3,3,1,3,1,1,1,5,4,3,4,1,28,31,neutral or dissatisfied
12501,Female,disloyal Customer,25,Business travel,Eco,326,2,5,2,5,2,2,2,2,2,5,1,3,2,2,0,4,neutral or dissatisfied
12502,Female,Loyal Customer,59,Business travel,Business,1547,4,4,4,4,2,4,4,3,3,3,3,4,3,5,0,0,satisfied
12503,Male,Loyal Customer,40,Business travel,Business,462,3,3,4,3,3,5,5,4,4,4,4,3,4,5,17,11,satisfied
12504,Male,Loyal Customer,26,Personal Travel,Eco,1452,3,2,3,3,3,3,3,3,3,2,3,4,3,3,0,0,neutral or dissatisfied
12505,Male,Loyal Customer,44,Business travel,Business,2955,3,5,5,5,2,4,4,3,3,3,3,1,3,3,0,0,neutral or dissatisfied
12506,Female,Loyal Customer,26,Personal Travel,Eco Plus,762,1,3,1,3,3,1,2,3,1,2,3,4,4,3,63,44,neutral or dissatisfied
12507,Female,disloyal Customer,28,Business travel,Eco,1119,4,3,3,2,4,3,4,4,2,4,2,2,2,4,0,15,neutral or dissatisfied
12508,Female,Loyal Customer,53,Business travel,Business,237,1,2,2,2,5,2,2,1,1,2,1,1,1,3,0,0,neutral or dissatisfied
12509,Male,Loyal Customer,50,Business travel,Business,1525,5,5,2,5,4,5,4,5,5,5,5,4,5,5,2,11,satisfied
12510,Male,Loyal Customer,52,Personal Travel,Eco,1011,2,1,2,2,5,2,5,5,4,4,2,1,2,5,0,10,neutral or dissatisfied
12511,Female,Loyal Customer,28,Personal Travel,Eco,1090,4,4,4,2,1,4,1,1,4,1,4,1,2,1,26,18,neutral or dissatisfied
12512,Male,Loyal Customer,57,Personal Travel,Eco,436,3,5,3,2,5,3,5,5,4,2,4,3,5,5,69,74,neutral or dissatisfied
12513,Female,Loyal Customer,43,Business travel,Business,2496,2,2,2,2,5,5,5,1,1,3,3,5,2,5,5,1,satisfied
12514,Male,Loyal Customer,42,Business travel,Eco,679,3,1,1,1,3,3,3,3,4,1,3,2,3,3,0,0,neutral or dissatisfied
12515,Female,Loyal Customer,46,Personal Travel,Eco Plus,500,4,3,2,4,2,3,3,4,4,2,4,1,4,4,0,0,satisfied
12516,Female,Loyal Customer,55,Personal Travel,Eco,386,2,5,2,3,5,4,4,1,1,2,5,3,1,5,0,0,neutral or dissatisfied
12517,Male,Loyal Customer,46,Business travel,Business,2923,1,1,1,1,3,5,5,5,5,5,5,3,5,5,28,23,satisfied
12518,Male,disloyal Customer,51,Business travel,Business,472,5,4,4,2,5,5,5,5,5,2,4,3,5,5,18,12,satisfied
12519,Female,disloyal Customer,41,Business travel,Business,223,2,2,2,4,4,2,4,4,1,1,4,4,4,4,18,22,neutral or dissatisfied
12520,Male,disloyal Customer,17,Business travel,Eco,391,3,4,3,4,4,3,4,4,3,3,3,2,4,4,1,3,neutral or dissatisfied
12521,Male,Loyal Customer,60,Business travel,Business,700,3,3,3,3,4,5,4,5,5,5,5,4,5,3,0,0,satisfied
12522,Male,Loyal Customer,51,Business travel,Business,1892,3,3,2,3,5,3,5,4,4,4,4,3,4,5,0,0,satisfied
12523,Male,Loyal Customer,46,Business travel,Eco,612,4,5,5,5,4,4,4,4,1,3,2,4,2,4,0,0,satisfied
12524,Male,disloyal Customer,39,Business travel,Business,280,3,3,3,2,5,3,5,5,5,4,5,3,4,5,3,1,neutral or dissatisfied
12525,Female,Loyal Customer,38,Business travel,Eco,331,4,5,5,5,4,4,4,4,5,3,2,4,4,4,0,0,satisfied
12526,Female,Loyal Customer,56,Business travel,Business,306,0,0,0,2,4,4,5,2,2,5,5,3,2,4,0,0,satisfied
12527,Female,disloyal Customer,54,Business travel,Business,2454,4,4,4,3,4,4,4,4,5,3,5,5,5,4,34,38,satisfied
12528,Male,Loyal Customer,60,Personal Travel,Eco,733,2,2,2,4,5,2,5,5,1,1,3,3,4,5,0,0,neutral or dissatisfied
12529,Female,Loyal Customer,15,Personal Travel,Eco,1727,2,5,2,4,2,2,2,2,3,3,4,3,3,2,0,1,neutral or dissatisfied
12530,Male,disloyal Customer,41,Business travel,Business,349,2,2,2,2,3,2,3,3,1,5,1,3,2,3,35,57,neutral or dissatisfied
12531,Female,Loyal Customer,51,Business travel,Business,1765,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0,satisfied
12532,Female,disloyal Customer,39,Business travel,Business,140,5,5,5,3,4,5,4,4,3,5,4,5,4,4,100,97,satisfied
12533,Male,Loyal Customer,59,Business travel,Business,3749,5,5,5,5,4,5,5,5,5,5,5,5,5,3,0,0,satisfied
12534,Male,Loyal Customer,42,Business travel,Eco,563,4,1,1,1,4,4,4,4,3,4,5,2,1,4,12,2,satisfied
12535,Female,Loyal Customer,27,Personal Travel,Eco,329,3,5,5,2,4,5,4,4,2,5,5,5,5,4,27,12,neutral or dissatisfied
12536,Male,disloyal Customer,24,Business travel,Eco,907,2,2,2,3,1,2,1,1,5,2,4,3,5,1,0,0,neutral or dissatisfied
12537,Male,Loyal Customer,51,Business travel,Business,1892,2,5,2,2,5,4,5,5,5,5,5,5,5,4,0,0,satisfied
12538,Male,disloyal Customer,22,Business travel,Eco,1071,3,3,3,4,2,3,2,2,4,1,3,3,4,2,3,34,neutral or dissatisfied
12539,Male,Loyal Customer,12,Personal Travel,Eco Plus,188,1,4,1,5,1,1,1,1,3,3,5,5,4,1,14,6,neutral or dissatisfied
12540,Female,disloyal Customer,41,Business travel,Eco Plus,641,3,3,3,3,3,3,3,3,4,5,3,3,4,3,62,62,neutral or dissatisfied
12541,Female,Loyal Customer,47,Business travel,Business,802,1,1,5,1,1,3,4,1,1,1,1,1,1,4,24,18,neutral or dissatisfied
12542,Female,Loyal Customer,44,Business travel,Business,240,0,0,0,3,4,5,5,4,4,2,2,4,4,4,0,0,satisfied
12543,Female,Loyal Customer,20,Personal Travel,Eco,606,3,4,3,3,1,3,1,1,5,4,4,4,5,1,0,0,neutral or dissatisfied
12544,Male,disloyal Customer,24,Business travel,Eco,1009,4,4,4,3,2,4,2,2,5,2,4,5,4,2,52,26,neutral or dissatisfied
12545,Male,Loyal Customer,25,Business travel,Business,2457,1,1,1,1,5,5,5,4,2,3,4,5,3,5,131,122,satisfied
12546,Male,Loyal Customer,48,Business travel,Business,1014,5,5,5,5,3,4,4,4,4,4,4,3,4,3,29,47,satisfied
12547,Female,Loyal Customer,27,Business travel,Business,227,3,3,3,3,5,4,5,5,4,3,3,3,5,5,12,31,satisfied
12548,Female,disloyal Customer,26,Business travel,Eco Plus,1154,1,1,1,4,3,1,4,3,2,1,3,2,4,3,7,18,neutral or dissatisfied
12549,Female,Loyal Customer,52,Business travel,Eco,1249,4,1,2,2,5,2,2,4,4,4,4,1,4,3,0,0,satisfied
12550,Male,Loyal Customer,40,Business travel,Business,3975,1,1,3,1,2,4,4,3,3,3,3,5,3,4,0,0,satisfied
12551,Male,Loyal Customer,57,Business travel,Business,3488,3,3,3,3,3,4,5,4,4,4,4,4,4,5,62,65,satisfied
12552,Male,Loyal Customer,25,Business travel,Business,1797,1,1,5,1,5,5,5,5,1,3,5,1,4,5,0,0,satisfied
12553,Female,Loyal Customer,29,Business travel,Business,2797,5,5,5,5,3,3,3,3,3,5,4,4,4,3,0,0,satisfied
12554,Female,disloyal Customer,29,Business travel,Business,719,3,3,3,2,2,3,2,2,4,4,4,5,5,2,12,0,neutral or dissatisfied
12555,Female,Loyal Customer,63,Personal Travel,Eco,1024,4,4,4,4,5,3,5,4,4,4,4,1,4,1,0,0,satisfied
12556,Male,disloyal Customer,23,Business travel,Eco,1005,3,3,3,4,5,3,5,5,4,3,4,3,4,5,1,0,neutral or dissatisfied
12557,Male,Loyal Customer,24,Business travel,Business,2075,5,4,5,5,4,4,4,4,3,3,4,5,5,4,7,19,satisfied
12558,Female,Loyal Customer,33,Business travel,Business,1991,3,3,3,3,5,2,3,5,5,5,5,5,5,5,0,0,satisfied
12559,Female,Loyal Customer,46,Business travel,Business,345,2,4,5,4,4,4,3,2,2,2,2,2,2,3,0,0,neutral or dissatisfied
12560,Male,Loyal Customer,67,Personal Travel,Eco,1184,1,1,1,3,1,1,1,1,2,1,3,3,2,1,0,0,neutral or dissatisfied
12561,Female,Loyal Customer,23,Personal Travel,Eco,1121,1,4,1,1,2,1,2,2,4,5,5,4,4,2,0,0,neutral or dissatisfied
12562,Female,Loyal Customer,59,Business travel,Business,3660,0,0,0,3,4,4,5,5,5,5,5,4,5,3,92,84,satisfied
12563,Female,Loyal Customer,35,Business travel,Business,1931,3,1,1,1,3,1,2,3,3,3,3,1,3,4,0,0,neutral or dissatisfied
12564,Female,Loyal Customer,24,Personal Travel,Eco Plus,1192,4,4,4,1,5,4,5,5,3,5,3,4,4,5,5,0,neutral or dissatisfied
12565,Female,Loyal Customer,49,Business travel,Business,1502,2,2,4,2,5,5,5,5,5,5,4,5,5,3,0,0,satisfied
12566,Female,Loyal Customer,35,Business travel,Business,1416,1,2,2,2,2,2,2,1,1,1,1,4,1,1,0,0,neutral or dissatisfied
12567,Female,Loyal Customer,50,Personal Travel,Eco Plus,386,3,4,3,1,5,4,5,3,3,3,3,5,3,4,0,0,neutral or dissatisfied
12568,Male,Loyal Customer,45,Business travel,Business,882,5,2,5,5,3,4,2,5,5,5,5,1,5,4,0,0,satisfied
12569,Female,Loyal Customer,51,Personal Travel,Eco,697,1,5,1,1,5,5,4,2,2,1,2,3,2,5,0,4,neutral or dissatisfied
12570,Female,Loyal Customer,70,Personal Travel,Eco,646,4,1,4,3,5,2,3,3,3,4,3,2,3,3,5,20,neutral or dissatisfied
12571,Male,Loyal Customer,23,Personal Travel,Eco,1547,0,4,0,3,4,0,4,4,3,3,4,5,4,4,0,0,satisfied
12572,Female,Loyal Customer,31,Business travel,Business,1754,5,5,5,5,4,4,4,4,4,4,5,5,5,4,0,1,satisfied
12573,Female,Loyal Customer,40,Business travel,Eco Plus,150,3,5,5,5,3,3,3,3,1,2,2,3,2,3,0,0,satisfied
12574,Female,Loyal Customer,37,Personal Travel,Eco,1487,3,4,3,5,2,3,2,2,3,5,5,3,5,2,0,0,neutral or dissatisfied
12575,Male,Loyal Customer,25,Business travel,Business,721,3,3,3,3,2,2,2,2,1,2,1,4,3,2,0,0,satisfied
12576,Female,Loyal Customer,61,Business travel,Business,2591,3,3,3,3,3,4,3,3,3,3,3,1,3,5,0,11,satisfied
12577,Female,disloyal Customer,36,Business travel,Eco,427,3,0,3,4,3,3,3,3,1,4,1,4,3,3,10,0,neutral or dissatisfied
12578,Female,disloyal Customer,22,Business travel,Business,397,5,0,5,2,4,0,4,4,4,3,5,4,5,4,0,0,satisfied
12579,Female,Loyal Customer,31,Personal Travel,Eco,562,4,5,4,2,2,4,2,2,4,2,5,5,5,2,39,28,neutral or dissatisfied
12580,Male,Loyal Customer,52,Business travel,Business,3309,3,3,3,3,5,4,4,4,4,4,4,4,4,3,0,0,satisfied
12581,Male,Loyal Customer,42,Business travel,Business,508,3,4,3,4,3,3,3,3,3,3,3,1,3,3,7,0,neutral or dissatisfied
12582,Female,Loyal Customer,24,Business travel,Eco Plus,358,4,3,3,3,4,4,5,4,1,5,4,5,4,4,0,0,satisfied
12583,Female,Loyal Customer,50,Personal Travel,Eco,2288,2,5,2,3,1,5,3,1,1,2,1,4,1,1,0,0,neutral or dissatisfied
12584,Female,Loyal Customer,72,Business travel,Eco,1605,2,2,2,2,5,2,2,2,2,2,2,3,2,3,0,0,neutral or dissatisfied
12585,Female,disloyal Customer,32,Business travel,Business,912,3,3,3,4,3,3,3,3,3,4,5,4,4,3,0,0,neutral or dissatisfied
12586,Female,Loyal Customer,10,Personal Travel,Eco,787,1,4,1,1,2,1,2,2,5,4,4,3,5,2,1,0,neutral or dissatisfied
12587,Female,Loyal Customer,61,Business travel,Business,2342,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0,0,satisfied
12588,Male,Loyal Customer,30,Personal Travel,Eco,251,5,5,0,2,2,0,2,2,5,5,4,5,4,2,0,0,satisfied
12589,Male,Loyal Customer,34,Business travel,Business,2704,5,5,5,5,5,3,5,5,5,5,5,5,5,3,1,0,satisfied
12590,Male,Loyal Customer,58,Personal Travel,Eco Plus,173,1,5,0,1,0,3,3,3,1,3,4,3,5,3,150,155,neutral or dissatisfied
12591,Female,Loyal Customer,34,Business travel,Business,2801,1,1,1,1,2,5,5,4,4,4,4,5,4,3,1,0,satisfied
12592,Male,Loyal Customer,32,Personal Travel,Eco,297,3,4,3,2,3,3,3,3,3,5,4,5,4,3,7,0,neutral or dissatisfied
12593,Female,Loyal Customer,55,Business travel,Eco Plus,364,2,2,2,2,1,4,4,2,2,2,2,1,2,4,17,17,neutral or dissatisfied
12594,Male,Loyal Customer,59,Business travel,Business,438,1,1,1,1,5,5,5,4,4,4,4,5,4,4,8,2,satisfied
12595,Female,Loyal Customer,57,Business travel,Business,1839,5,5,5,5,4,4,5,4,4,4,4,3,4,3,0,0,satisfied
12596,Male,Loyal Customer,30,Business travel,Business,507,4,4,4,4,5,5,5,5,3,4,4,3,5,5,0,0,satisfied
12597,Female,Loyal Customer,55,Business travel,Business,3020,3,3,4,3,5,5,3,5,5,5,4,5,5,2,0,0,satisfied
12598,Female,Loyal Customer,43,Personal Travel,Eco,125,4,4,4,2,4,2,3,5,5,4,3,3,5,2,0,0,neutral or dissatisfied
12599,Male,Loyal Customer,37,Personal Travel,Eco,1123,3,5,3,3,3,4,4,5,3,5,4,4,4,4,211,187,neutral or dissatisfied
12600,Male,disloyal Customer,14,Business travel,Eco,1497,2,2,2,4,1,2,1,1,2,1,3,2,3,1,85,70,neutral or dissatisfied
12601,Female,Loyal Customer,29,Business travel,Business,1053,2,5,4,5,2,2,2,2,2,1,4,4,3,2,27,35,neutral or dissatisfied
12602,Male,disloyal Customer,23,Business travel,Eco,949,5,4,4,2,4,4,5,4,4,5,3,5,4,4,37,39,satisfied
12603,Female,Loyal Customer,46,Business travel,Business,3212,5,5,5,5,2,5,4,5,5,5,5,5,5,5,0,0,satisfied
12604,Male,Loyal Customer,54,Business travel,Business,2092,1,1,1,1,2,5,5,4,4,4,4,3,4,3,1,2,satisfied
12605,Female,disloyal Customer,25,Business travel,Eco,515,1,2,1,2,1,1,1,1,2,5,2,4,2,1,6,0,neutral or dissatisfied
12606,Female,disloyal Customer,34,Business travel,Eco,387,4,0,4,3,2,4,3,2,1,4,3,3,4,2,0,0,neutral or dissatisfied
12607,Female,Loyal Customer,43,Personal Travel,Eco,484,2,4,2,3,1,4,3,5,5,2,1,2,5,1,13,16,neutral or dissatisfied
12608,Female,Loyal Customer,65,Personal Travel,Business,484,1,5,1,4,5,5,5,2,2,1,2,3,2,3,0,0,neutral or dissatisfied
12609,Male,Loyal Customer,12,Personal Travel,Business,1440,4,4,4,2,4,4,1,4,3,4,4,3,4,4,8,0,satisfied
12610,Female,Loyal Customer,37,Business travel,Business,1590,5,5,3,5,4,5,4,4,4,4,4,4,4,4,0,0,satisfied
12611,Female,Loyal Customer,75,Business travel,Business,2152,3,3,3,3,2,3,1,5,5,5,5,5,5,1,0,0,satisfied
12612,Male,Loyal Customer,36,Business travel,Business,484,3,3,3,3,2,4,5,5,5,4,5,4,5,5,0,0,satisfied
12613,Female,Loyal Customer,36,Business travel,Business,2063,5,1,5,5,5,3,3,4,4,4,5,2,4,5,0,0,satisfied
12614,Male,Loyal Customer,40,Business travel,Business,3584,3,3,3,3,5,4,5,5,5,5,5,4,5,3,7,0,satisfied
12615,Female,Loyal Customer,41,Personal Travel,Eco,1005,4,4,3,1,3,3,3,3,4,2,4,5,5,3,0,0,satisfied
12616,Female,Loyal Customer,28,Business travel,Business,3572,2,2,5,2,2,2,2,2,3,1,4,4,3,2,31,30,neutral or dissatisfied
12617,Male,Loyal Customer,52,Personal Travel,Eco,874,3,5,3,5,4,3,4,4,4,5,4,5,4,4,0,0,neutral or dissatisfied
12618,Male,Loyal Customer,39,Business travel,Eco,248,3,4,5,4,3,3,3,3,3,4,4,1,4,3,2,8,neutral or dissatisfied
12619,Female,Loyal Customer,67,Personal Travel,Eco,645,2,2,2,3,2,3,3,4,4,2,2,2,4,4,0,0,neutral or dissatisfied
12620,Male,Loyal Customer,41,Business travel,Business,3669,3,3,3,3,3,1,1,3,3,3,3,5,3,3,0,1,satisfied
12621,Male,Loyal Customer,13,Personal Travel,Eco Plus,937,1,3,1,2,2,1,2,2,3,1,1,5,3,2,0,20,neutral or dissatisfied
12622,Male,Loyal Customer,51,Business travel,Business,2521,1,1,1,1,5,5,5,5,2,4,5,5,3,5,0,0,satisfied
12623,Male,Loyal Customer,44,Business travel,Business,1514,3,4,4,4,3,3,4,3,3,3,3,3,3,4,24,6,neutral or dissatisfied
12624,Male,Loyal Customer,45,Business travel,Eco,689,3,2,2,2,3,3,3,3,4,2,2,3,5,3,0,0,satisfied
12625,Female,Loyal Customer,38,Personal Travel,Eco,315,2,3,2,4,4,2,4,4,4,2,4,3,1,4,0,0,neutral or dissatisfied
12626,Male,disloyal Customer,40,Business travel,Eco,253,3,2,2,4,4,2,4,4,2,5,3,1,3,4,0,0,neutral or dissatisfied
12627,Male,Loyal Customer,23,Business travel,Business,726,3,3,3,3,4,4,4,4,2,1,4,3,1,4,0,0,satisfied
12628,Female,Loyal Customer,36,Business travel,Business,3727,4,4,4,4,5,5,4,5,5,5,5,5,5,3,48,41,satisfied
12629,Female,Loyal Customer,33,Personal Travel,Eco,365,4,5,4,4,3,4,1,3,3,3,5,5,4,3,13,8,satisfied
12630,Female,Loyal Customer,36,Business travel,Business,2958,2,5,5,5,5,2,3,2,2,2,2,2,2,2,27,13,neutral or dissatisfied
12631,Male,Loyal Customer,56,Business travel,Business,151,1,2,2,2,3,2,2,1,1,1,1,3,1,4,0,7,neutral or dissatisfied
12632,Female,Loyal Customer,40,Business travel,Business,1464,2,2,3,2,3,4,5,4,4,4,4,5,4,5,0,0,satisfied
12633,Female,Loyal Customer,33,Business travel,Eco,305,4,3,2,3,4,4,4,4,3,1,3,5,1,4,0,0,satisfied
12634,Female,Loyal Customer,55,Business travel,Business,1590,2,2,2,2,5,3,4,2,2,2,2,4,2,3,1,0,satisfied
12635,Female,Loyal Customer,43,Business travel,Business,1635,1,1,5,1,3,4,4,2,2,2,2,3,2,4,3,0,satisfied
12636,Female,Loyal Customer,31,Personal Travel,Eco,475,3,4,3,3,4,3,4,4,4,3,2,2,5,4,0,0,neutral or dissatisfied
12637,Female,Loyal Customer,11,Personal Travel,Business,2521,3,5,3,4,1,3,1,1,3,4,5,5,4,1,0,0,neutral or dissatisfied
12638,Female,Loyal Customer,57,Personal Travel,Business,986,2,5,2,4,3,5,5,4,4,2,4,4,4,5,82,67,neutral or dissatisfied
12639,Male,Loyal Customer,52,Business travel,Business,2442,1,1,1,1,1,2,2,4,4,4,4,1,4,1,5,0,satisfied
12640,Male,Loyal Customer,19,Personal Travel,Eco,371,2,2,2,3,5,2,4,5,2,1,3,4,3,5,1,7,neutral or dissatisfied
12641,Female,Loyal Customer,58,Personal Travel,Eco,569,2,3,2,3,1,4,4,2,2,2,2,4,2,1,0,0,neutral or dissatisfied
12642,Male,Loyal Customer,10,Personal Travel,Eco,371,1,1,1,4,2,1,2,2,4,1,4,2,4,2,0,9,neutral or dissatisfied
12643,Male,Loyal Customer,41,Business travel,Eco,1012,3,5,5,5,3,3,3,3,3,5,3,2,4,3,1,1,neutral or dissatisfied
12644,Female,Loyal Customer,14,Business travel,Business,1012,3,2,2,2,3,3,3,3,3,3,3,1,4,3,0,0,neutral or dissatisfied
12645,Female,Loyal Customer,51,Business travel,Business,1611,5,3,3,3,2,3,4,5,5,4,5,4,5,4,61,53,neutral or dissatisfied
12646,Male,Loyal Customer,53,Business travel,Business,721,5,5,5,5,2,5,4,5,5,5,5,2,5,3,0,4,satisfied
12647,Female,Loyal Customer,58,Personal Travel,Eco Plus,761,2,4,2,2,4,4,5,3,3,2,4,4,3,4,0,0,neutral or dissatisfied
12648,Male,Loyal Customer,40,Personal Travel,Eco,946,2,4,2,2,1,2,1,1,4,4,2,2,4,1,0,0,neutral or dissatisfied
12649,Female,Loyal Customer,55,Business travel,Business,2263,3,3,3,3,5,4,5,5,5,5,5,4,5,4,21,15,satisfied
12650,Male,Loyal Customer,59,Business travel,Business,297,3,4,4,4,2,3,4,3,3,3,3,2,3,2,5,0,neutral or dissatisfied
12651,Female,Loyal Customer,51,Business travel,Business,2300,4,4,4,4,3,4,5,2,2,2,2,4,2,5,1,0,satisfied
12652,Female,Loyal Customer,30,Business travel,Eco,129,4,1,1,1,4,5,4,4,1,3,2,4,2,4,0,0,satisfied
12653,Female,disloyal Customer,24,Business travel,Eco,406,3,5,3,4,1,3,2,1,3,2,2,1,5,1,0,0,neutral or dissatisfied
12654,Male,Loyal Customer,48,Personal Travel,Eco,109,0,5,0,2,4,0,4,4,4,3,5,3,4,4,0,0,satisfied
12655,Male,Loyal Customer,49,Business travel,Business,2611,1,1,1,1,3,3,4,4,4,4,4,4,4,3,0,0,satisfied
12656,Female,Loyal Customer,27,Personal Travel,Eco,399,1,1,1,3,5,1,5,5,3,5,4,1,4,5,0,0,neutral or dissatisfied
12657,Male,Loyal Customer,32,Business travel,Eco,1014,2,2,2,2,2,2,2,2,3,4,3,4,4,2,24,8,neutral or dissatisfied
12658,Female,Loyal Customer,44,Business travel,Eco,1674,3,4,4,4,2,5,2,3,3,3,3,3,3,4,51,43,satisfied
12659,Female,Loyal Customer,66,Personal Travel,Eco,1660,4,4,4,1,3,4,4,5,5,4,5,5,5,3,15,0,neutral or dissatisfied
12660,Female,Loyal Customer,23,Personal Travel,Eco,237,1,5,1,5,4,1,4,4,5,4,5,3,4,4,0,0,neutral or dissatisfied
12661,Female,Loyal Customer,30,Personal Travel,Eco,251,0,4,0,3,2,0,2,2,4,2,5,5,5,2,0,0,satisfied
12662,Female,Loyal Customer,52,Business travel,Business,1616,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0,0,satisfied
12663,Male,Loyal Customer,15,Personal Travel,Eco,342,3,2,3,4,2,3,1,2,4,2,3,4,4,2,9,8,neutral or dissatisfied
12664,Male,Loyal Customer,62,Personal Travel,Eco,1119,2,4,2,1,3,2,4,3,4,3,5,4,5,3,0,0,neutral or dissatisfied
12665,Female,Loyal Customer,52,Personal Travel,Eco,577,3,4,3,3,5,5,4,3,3,3,3,5,3,5,0,0,neutral or dissatisfied
12666,Female,disloyal Customer,20,Business travel,Eco,866,1,1,1,5,3,1,3,3,1,3,5,2,5,3,13,0,neutral or dissatisfied
12667,Male,disloyal Customer,23,Business travel,Eco,883,2,2,2,3,2,2,3,2,5,3,4,5,4,2,28,15,neutral or dissatisfied
12668,Female,disloyal Customer,40,Business travel,Business,196,3,3,3,3,5,3,5,5,1,3,5,1,1,5,0,0,neutral or dissatisfied
12669,Male,Loyal Customer,43,Business travel,Business,1779,1,1,4,1,2,4,5,5,5,4,5,4,5,3,0,0,satisfied
12670,Male,Loyal Customer,32,Business travel,Eco,2165,2,1,1,1,2,2,2,2,1,2,1,4,2,2,0,0,neutral or dissatisfied
12671,Female,Loyal Customer,59,Business travel,Business,368,4,4,4,4,3,5,5,4,4,4,4,5,4,3,0,0,satisfied
12672,Male,disloyal Customer,46,Business travel,Business,1598,3,3,3,2,1,3,1,1,4,4,3,5,4,1,0,4,neutral or dissatisfied
12673,Female,Loyal Customer,62,Business travel,Business,3251,4,4,4,4,5,4,4,4,4,4,4,5,4,3,43,35,satisfied
12674,Male,Loyal Customer,40,Personal Travel,Eco Plus,351,1,3,1,3,3,1,4,3,1,1,2,4,2,3,0,0,neutral or dissatisfied
12675,Male,Loyal Customer,54,Business travel,Business,1966,2,2,2,2,3,5,4,4,4,4,5,5,4,5,0,0,satisfied
12676,Female,disloyal Customer,37,Business travel,Business,295,2,2,2,3,2,2,2,2,4,3,5,3,4,2,2,5,neutral or dissatisfied
12677,Female,disloyal Customer,25,Business travel,Eco,432,1,3,1,3,2,1,2,2,3,3,4,1,3,2,9,10,neutral or dissatisfied
12678,Male,Loyal Customer,42,Business travel,Business,363,2,4,4,4,5,3,3,2,2,2,2,3,2,1,0,0,neutral or dissatisfied
12679,Male,disloyal Customer,7,Business travel,Eco,592,1,2,0,3,0,1,1,2,2,4,4,1,1,1,188,244,neutral or dissatisfied
12680,Male,Loyal Customer,46,Business travel,Business,2186,2,2,2,2,3,4,5,4,4,4,4,4,4,5,40,27,satisfied
12681,Male,Loyal Customer,15,Personal Travel,Eco,261,4,2,4,3,4,4,4,4,2,3,4,4,3,4,0,0,neutral or dissatisfied
12682,Male,Loyal Customer,16,Personal Travel,Eco,266,2,0,2,4,3,2,3,3,4,3,4,5,5,3,0,0,neutral or dissatisfied
12683,Male,Loyal Customer,15,Personal Travel,Eco,337,3,4,4,3,4,4,4,4,4,3,5,4,5,4,7,11,neutral or dissatisfied
12684,Male,Loyal Customer,14,Personal Travel,Eco,1127,3,5,4,4,3,4,3,3,4,2,5,4,4,3,0,0,neutral or dissatisfied
12685,Male,disloyal Customer,43,Business travel,Business,632,3,3,3,1,2,3,2,2,5,5,4,4,5,2,0,0,neutral or dissatisfied
12686,Female,Loyal Customer,32,Business travel,Business,2451,2,2,2,2,2,2,2,2,3,4,3,4,4,2,2,0,neutral or dissatisfied
12687,Female,Loyal Customer,16,Personal Travel,Eco,351,4,4,4,4,5,4,5,5,1,2,4,2,3,5,0,0,neutral or dissatisfied
12688,Male,Loyal Customer,38,Personal Travel,Eco,1123,5,5,4,3,2,4,2,2,4,3,5,5,4,2,31,29,satisfied
12689,Male,Loyal Customer,44,Business travel,Business,290,2,2,4,2,3,5,5,5,5,5,5,5,5,5,0,0,satisfied
12690,Female,disloyal Customer,24,Business travel,Eco,270,4,0,4,3,4,4,4,4,5,4,5,4,4,4,0,0,neutral or dissatisfied
12691,Female,Loyal Customer,54,Business travel,Business,3719,1,1,1,1,3,5,4,4,4,4,4,5,4,5,0,4,satisfied
12692,Female,Loyal Customer,26,Personal Travel,Eco Plus,2496,2,5,2,4,5,2,5,5,2,1,5,3,3,5,0,0,neutral or dissatisfied
12693,Female,disloyal Customer,34,Business travel,Eco,910,2,2,2,4,5,2,5,5,4,4,4,2,4,5,0,0,neutral or dissatisfied
12694,Female,Loyal Customer,44,Business travel,Eco,272,5,5,4,5,2,4,1,4,4,5,4,1,4,4,0,0,satisfied
12695,Female,Loyal Customer,24,Business travel,Business,347,3,1,1,1,3,3,3,3,4,2,4,3,3,3,0,0,neutral or dissatisfied
12696,Female,Loyal Customer,53,Business travel,Business,1182,5,5,5,5,3,5,4,4,4,4,4,4,4,5,0,0,satisfied
